contig	assembly_name	gene_callers_id	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
c_000000000003	SQK-NBD114-24_barcode22_2	343.0	221528	221702			Nucleotide transport and metabolism	Dihydroorotate dehydrogenase (PyrD) (PDB:1GT8)	Pyrimidine biosynthesis	dihydroorotate oxidase A											F	COG0167	COG0167	CyCOG_60000442									gene
c_000000000005	SQK-NBD114-24_barcode22_2	487.1	15249	15359																													intergenic
c_000000000005	SQK-NBD114-24_barcode22_2	488.0	15360	16443			Energy production and conversion	Photosystem II reaction center D1, PsbA (PsbA) (PDB:1S5L)	Photosystem II	photosystem II P680 reaction center D1 protein	KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00195 Photosynthesis [PATH:ko00195]!!!Enzymes>>>1. Oxidoreductases>>>1.10  Acting on diphenols and related substances as donors>>>1.10.3  With oxygen as acceptor>>>1.10.3.9  photosystem II!!!Photosynthesis proteins>>>Photosystem and electron transport system>>>Photosystem II (P680 chlorophyll a) [OT]>>>Main subunits	Pathway modules; Energy metabolism; Photosynthesis!!!Signature modules; Module set; Metabolic capacity	Photosystem II!!!Oxygenic photosynthesis in plants and cyanobacteria	photosystem II P680 reaction center D1 protein [EC:1.10.3.9]							C	COG5716	COG5716	CyCOG_60000032	ko00001!!!ko01000!!!ko00194	M00161!!!M00611	M00161!!!M00611	K02703					gene
c_000000000005	SQK-NBD114-24_barcode22_2	488.1	16444	16607																													intergenic
c_000000000007	SQK-NBD114-24_barcode22_2	983.1	391562	391809																													intergenic
c_000000000007	SQK-NBD114-24_barcode22_2	1025.1	438254	438438																													intergenic
c_000000000008	SQK-NBD114-24_barcode22_2	1161.0	3	123						hypothetical protein														CyCOG_60001708									gene
c_000000000008	SQK-NBD114-24_barcode22_2	1161.1	124	340																													intergenic
c_000000000008	SQK-NBD114-24_barcode22_2	1162.0	341	1403			Replication, recombination and repair	DNA polymerase III, alpha subunit (DnaE) (PDB:2HNH)		DNA polymerase III, alpha subunit											L	COG0587		CyCOG_60000368									gene
c_000000000010	SQK-NBD114-24_barcode22_2	1381.0	37234	37957			Translation, ribosomal structure and biogenesis	Pseudouridylate synthase RsuA, specific for 16S rRNA U516  and 23S rRNA U2605 (RsuA) (PDB:1KSK)	16S rRNA modification	ribosomal large subunit pseudouridine synthase F	Enzymes>>>5. Isomerases>>>5.4  Intramolecular transferases>>>5.4.99  Transferring other groups>>>5.4.99.21  23S rRNA pseudouridine2604 synthase!!!Ribosome biogenesis>>>Prokaryotic type>>>rRNA modification factors>>>23S rRNA modification factors			23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]							J	COG1187	COG1187	CyCOG_60001501	ko01000!!!ko03009			K06182					gene
c_000000000011	SQK-NBD114-24_barcode22_2	1617.1	69501	69639																													intergenic
c_000000000011	SQK-NBD114-24_barcode22_2	1710.1	132628	133018																													intergenic
c_000000000016	SQK-NBD114-24_barcode22_2	1883.0	21177	21447			Amino acid transport and metabolism	Homoserine kinase (ThrB) (PDB:1FWK)	Threonine biosynthesis	homoserine kinase											E	COG0083	COG0083	CyCOG_60000430									gene
c_000000000016	SQK-NBD114-24_barcode22_2	1884.0	21418	21898			Energy production and conversion	NADH:ubiquinone oxidoreductase subunit 4 (chain M) (NuoM) (PDB:6HUM)	NADH dehydrogenase	NADH dehydrogenase subunit M											C	COG1008	COG1008	CyCOG_60000393									gene
c_000000000017	SQK-NBD114-24_barcode22_2	1885.0	58	1078			Posttranslational modification, protein turnover, chaperones	ATP-dependent Clp protease, ATP-binding subunit ClpA (ClpA) (PDB:1KSF)		Undecaprenyl-diphosphatase	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00550 Peptidoglycan biosynthesis [PATH:ko00550]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00552 Teichoic acid biosynthesis [PATH:ko00552]!!!Enzymes>>>3. Hydrolases>>>3.6  Acting on acid anhydrides>>>3.6.1  In phosphorus-containing anhydrides>>>3.6.1.27  undecaprenyl-diphosphate phosphatase!!!Peptidoglycan biosynthesis and degradation proteins>>>Precursor biosynthesis>>>Diphosphatase			undecaprenyl-diphosphatase [EC:3.6.1.27]							O	COG0542		CyCOG_60001149	ko00001!!!ko00001!!!ko01000!!!ko01011			K06153					gene
c_000000000002	SQK-NBD114-24_barcode17_4	3462.1	3692693	3704243																													intergenic
c_000000000001	SQK-NBD114-24_barcode17_3	16.1	25636	32149																													intergenic
c_000000000001	SQK-NBD114-24_barcode17_3	164.1	205346	213308																													intergenic
c_000000000002	SQK-NBD114-24_barcode17_3	1115.1	355409	361478																													intergenic
c_000000000002	SQK-NBD114-24_barcode18_2	244.1	36681	42882																													intergenic
c_000000000002	SQK-NBD114-24_barcode18_2	449.1	278759	285085																													intergenic
c_000000000001	SQK-NBD114-24_barcode13_1	1217.1	1344638	1351159																													intergenic
c_000000000002	SQK-NBD114-24_barcode13_1	4203.1	3171234	3182784																													intergenic
c_000000000014	SQK-NBD114-24_barcode05_1	123.0	30313	31735			Cell motility!!!Extracellular structures	Type IV pilus assembly protein PilF/PilW (PilF) (PDB:2VQ2) (PUBMED:16403447)		peptide/nickel transport system substrate-binding protein	Secretion system>>>Type II secretion system>>>Pilin secretion/fimbrial assembly protein!!!Bacterial motility proteins>>>Pilus system>>>Pilus assembly proteins			type IV pilus assembly protein PilF							N!!!W	COG3063		CyCOG_60000682	ko02044!!!ko02035			K02656					gene
c_000000000014	SQK-NBD114-24_barcode05_1	123.1	31736	31755																													intergenic
c_000000000014	SQK-NBD114-24_barcode05_1	124.0	31756	32020						hypothetical protein														CyCOG_60001109									gene
c_000000000021	SQK-NBD114-24_barcode05_1	254.0	35169	36678			Cell wall/membrane/envelope biogenesis	Soluble lytic murein transglycosylase or regulatory protein s ( may contain LysM/invasin domain) (MltE) (PDB:153L)		soluble lytic murein transglycosylase	Enzymes>>>4. Lyases>>>4.2  Carbon-oxygen lyases>>>4.2.2  Acting on polysaccharides>>>4.2.2.-!!!Peptidoglycan biosynthesis and degradation proteins>>>Peptidoglycan biosynthesis and degradation>>>Lytic transglycosylase			soluble lytic murein transglycosylase [EC:4.2.2.-]							M	COG0741		CyCOG_60002061	ko01000!!!ko01011			K08309					gene
c_000000000021	SQK-NBD114-24_barcode05_1	254.1	36679	36698																													intergenic
c_000000000021	SQK-NBD114-24_barcode05_1	255.0	36699	37104			General function prediction only	Zn-dependent protease PmbA/TldA or its inactivated homolog (TldD) (PDB:3TV9) (PUBMED:12029038)		PmbA protein											R	COG0312		CyCOG_60000985									gene
c_000000000021	SQK-NBD114-24_barcode05_1	256.0	37075	37729			Energy production and conversion!!!Amino acid transport and metabolism	Isocitrate/isopropylmalate dehydrogenase (LeuB) (PDB:1GC9)	TCA cycle	3-isopropylmalate dehydrogenase											C!!!E	COG0473	COG0473	CyCOG_60000699									gene
c_000000000027	SQK-NBD114-24_barcode05_1	293.0	2	536			Defense mechanisms	Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG)		EpsG family protein											V	COG0841		CyCOG_60003175									gene
c_000000000036	SQK-NBD114-24_barcode05_1	410.0	33631	34465	tRNA-synt_1d	tRNA-synt_1d	Translation, ribosomal structure and biogenesis	Arginyl-tRNA synthetase (ArgS) (PDB:1BS2)	Aminoacyl-tRNA synthetases	arginyl-tRNA synthetase	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]!!!Enzymes>>>6. Ligases>>>6.1  Forming carbon-oxygen bonds>>>6.1.1  Ligases forming aminoacyl-tRNA and related compounds>>>6.1.1.19  arginine---tRNA ligase!!!Amino acid related enzymes>>>Aminoacyl-tRNA synthetase>>>Class I (G)!!!Transfer RNA biogenesis>>>Eukaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Multi-aminoacyl-tRNA synthetase complex (MSC)!!!Transfer RNA biogenesis>>>Prokaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Other AARSs!!!Mitochondrial biogenesis>>>Mitochondrial DNA transcription, translation, and replication factors>>>Mitochondrial transcription and translation factors>>>Other mitochondrial DNA transcription and translation factors			arginyl-tRNA synthetase [EC:6.1.1.19]					PF00750.19	PF00750.19	J	COG0018	COG0018	CyCOG_60000122	ko00001!!!ko01000!!!ko01007!!!ko03016!!!ko03016!!!ko03029			K01887					gene
c_000000000042	SQK-NBD114-24_barcode05_1	488.0	15124	16174			Cell wall/membrane/envelope biogenesis	Periplasmic protein Wza involved in polysaccharide export, contains SLBB domain of the beta-grasp fold (Wza) (PDB:2J58) (PUBMED:17250770)			KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>04122 Sulfur relay system [PATH:ko04122]			polysaccharide biosynthesis/export protein							M	COG1596			ko00001			K01991					gene
c_000000000042	SQK-NBD114-24_barcode05_1	488.1	16175	16584																													intergenic
c_000000000051	SQK-NBD114-24_barcode05_1	578.0	5161	5512			Coenzyme transport and metabolism!!!Coenzyme transport and metabolism	Riboflavin biosynthesis protein RibD, pyrimidine deaminase domain (RibD1) (PDB:2O7P)!!!Pyrimidine reductase, riboflavin biosynthesis (RibD) (PDB:2O7P)	Riboflavin/FAD biosynthesis!!!Riboflavin/FAD biosynthesis	diaminohydroxyphosphoribosylaminopyrimidine deaminase											H!!!H	COG0117!!!COG1985	COG0117!!!COG1985	CyCOG_60000631									gene
c_000000000052	SQK-NBD114-24_barcode05_1	585.1	8243	8374																													intergenic
c_000000000052	SQK-NBD114-24_barcode05_1	586.0	8375	8726			Coenzyme transport and metabolism	GTP cyclohydrolase I (FolE) (PDB:1A8R) (PUBMED:19767425;30692671)	Folate biosynthesis	GTP cyclohydrolase I											H	COG0302	COG0302	CyCOG_60000930									gene
c_000000000061	SQK-NBD114-24_barcode05_1	694.0	138	480			Amino acid transport and metabolism	4-hydroxy-tetrahydrodipicolinate reductase (DapB) (PDB:1ARZ) (PUBMED:29684280)	Lysine biosynthesis	dihydrodipicolinate reductase											E	COG0289	COG0289	CyCOG_60000909									gene
c_000000000063	SQK-NBD114-24_barcode05_1	732.0	7681	8728			Inorganic ion transport and metabolism	Catalase (peroxidase I) (KatG) (PDB:5SX1) (PUBMED:31337720)		hypothetical protein											P	COG0376		CyCOG_60001328									gene
c_000000000063	SQK-NBD114-24_barcode05_1	732.1	8729	8736																													intergenic
c_000000000063	SQK-NBD114-24_barcode05_1	733.0	8737	8932			Transcription!!!Signal transduction mechanisms	DNA-binding global transcriptional regulator BolA, affects cell shape, cell division and biofilm formation (BolA) (PDB:2DHM) (PUBMED:19111750;2569159)		transcriptional regulator, BolA protein family											K!!!T	COG0271		CyCOG_60001108									gene
c_000000000064	SQK-NBD114-24_barcode05_1	735.0	88	532			Defense mechanisms	Type I site-specific restriction endonuclease, part of a restriction-modification system (HsdR) (PDB:3H1T) (PUBMED:21169490)		type II restriction enzyme											V	COG4096		CyCOG_60007071									gene
c_000000000072	SQK-NBD114-24_barcode05_1	785.1	2122	9264																													intergenic
c_000000000073	SQK-NBD114-24_barcode05_1	801.0	2646	3192			Inorganic ion transport and metabolism	Outer membrane receptor for monomeric catechols (Fiu)													P	COG4774											gene
c_000000000073	SQK-NBD114-24_barcode05_1	802.0	3074	3449			Cell wall/membrane/envelope biogenesis	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains (GlmS) (PDB:2J6H)		glutamine--fructose-6-phosphate transaminase											M	COG0449		CyCOG_60000293									gene
c_000000000085	SQK-NBD114-24_barcode05_1	992.0	4418	5981			Carbohydrate transport and metabolism	Glycosidase/amylase (phosphorylase) (AmyA) (PDB:2P67) (PUBMED:29684280)		Alpha amylase, catalytic domain	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99994 Others			amylosucrase [EC:2.4.1.4]							G	COG0366		CyCOG_60009941	ko00001			K05341					gene
c_000000000085	SQK-NBD114-24_barcode05_1	993.0	5977	6133						precorrin-6A/cobalt-precorrin-6A reductase														CyCOG_60000695									gene
c_000000000089	SQK-NBD114-24_barcode05_1	1022.0	7387	8347			Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!Inorganic ion transport and metabolism!!!General function prediction only	MFS family permease, includes anhydromuropeptide permease AmpG (ProP) (PUBMED:12426329)			Transporters>>>Major facilitator superfamily (MFS)>>>Drug transporters>>>Drug:H+ antiporter-1 (12 spanner) (DHA1) family [TC:2.A.1.2]!!!Antimicrobial resistance genes>>>Gene variants>>>Macrolide resistance genes>>>Transporters			MFS transporter, DHA1 family, multidrug resistance protein							G!!!E!!!P!!!R	COG0477			ko02000!!!ko01504			K07552					gene
c_000000000089	SQK-NBD114-24_barcode05_1	1022.1	8348	8540																													intergenic
c_000000000089	SQK-NBD114-24_barcode05_1	1023.0	8541	8748		RNA_pol_L	Transcription	DNA-directed RNA polymerase, alpha subunit/40 kD subunit (RpoA) (PDB:4KN7)	RNA polymerase	DNA-directed RNA polymerase subunit alpha	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09121 Transcription>>>03020 RNA polymerase [PATH:ko03020]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.6  DNA-directed RNA polymerase!!!Transcription machinery>>>Prokaryotic type>>>Archaeal type>>>RNA polymerase>>>Core subunits			DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]						PF01193.24	K	COG0202	COG0202	CyCOG_60000184	ko00001!!!ko01000!!!ko03021			K03040					gene
c_000000000099	SQK-NBD114-24_barcode05_1	1222.0	21060	22683			Carbohydrate transport and metabolism	Transketolase (TktA) (PDB:1AY0)	Pentose phosphate pathway	transketolase	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00030 Pentose phosphate pathway [PATH:ko00030]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09109 Metabolism of terpenoids and polyketides>>>01051 Biosynthesis of ansamycins [PATH:ko01051]!!!Enzymes>>>2. Transferases>>>2.2  Transferring aldehyde or ketonic groups>>>2.2.1  Transketolases and transaldolases>>>2.2.1.1  transketolase	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Energy metabolism; Carbon fixation!!!Pathway modules; Energy metabolism; Carbon fixation!!!Signature modules; Module set; Metabolic capacity!!!Signature modules; Module set; Metabolic capacity	Pentose phosphate pathway (Pentose phosphate cycle)!!!Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P!!!Reductive pentose phosphate cycle (Calvin cycle)!!!Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P!!!Oxygenic photosynthesis in plants and cyanobacteria!!!Anoxygenic photosynthesis in purple bacteria	transketolase [EC:2.2.1.1]							G	COG0021	COG0021	CyCOG_60000052	ko00001!!!ko00001!!!ko00001!!!ko01000	M00004!!!M00007!!!M00165!!!M00167!!!M00611!!!M00612	M00004!!!M00007!!!M00165!!!M00167!!!M00611!!!M00612	K00615					gene
c_000000000101	SQK-NBD114-24_barcode05_1	1233.0	1	196			Translation, ribosomal structure and biogenesis	Ribosomal protein L2 (RplB) (PDB:1VS6)	Ribosome 50S subunit	LSU ribosomal protein L2P											J	COG0090	COG0090	CyCOG_60000330									gene
c_000000000101	SQK-NBD114-24_barcode05_1	1233.1	197	510																													intergenic
c_000000000101	SQK-NBD114-24_barcode05_1	1234.0	511	679	Ribosomal_S19	Ribosomal_S19	Translation, ribosomal structure and biogenesis	Ribosomal protein S19 (RpsS) (PDB:4V4H)	Ribosome 30S subunit	SSU ribosomal protein S19P	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Eukaryotes>>>Small subunit			small subunit ribosomal protein S19					PF00203.21	PF00203.21	J	COG0185	COG0185	CyCOG_60000371	ko00001!!!ko03011			K02965					gene
c_000000000108	SQK-NBD114-24_barcode05_1	1366.0	1	268			Cell wall/membrane/envelope biogenesis	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase (Rfe) (PDB:4J72)	Mureine biosynthesis	Phospho-N-acetylmuramoyl-pentapeptide-transferase											M	COG0472	COG0472	CyCOG_60000033									gene
c_000000000108	SQK-NBD114-24_barcode05_1	1366.1	269	303																													intergenic
c_000000000115	SQK-NBD114-24_barcode05_1	1443.1	14602	14798																													intergenic
c_000000000115	SQK-NBD114-24_barcode05_1	1444.0	14799	15033						LysM domain-containing protein														CyCOG_60000204									gene
c_000000000120	SQK-NBD114-24_barcode05_1	1501.0	11051	11528			Energy production and conversion	NADH dehydrogenase, FAD-containing subunit (Ndh) (PDB:5NA4)		NADH dehydrogenase											C	COG1252		CyCOG_60000901									gene
c_000000000123	SQK-NBD114-24_barcode05_1	1526.0	707	3137			Amino acid transport and metabolism	NAD-specific glutamate dehydrogenase (Gdh2)			KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00910 Nitrogen metabolism [PATH:ko00910]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00430 Taurine and hypotaurine metabolism [PATH:ko00430]!!!Enzymes>>>1. Oxidoreductases>>>1.4  Acting on the CH-NH2 group of donors>>>1.4.1  With NAD+ or NADP+ as acceptor>>>1.4.1.2  glutamate dehydrogenase			glutamate dehydrogenase [EC:1.4.1.2]							E	COG2902			ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko01000			K15371					gene
c_000000000124	SQK-NBD114-24_barcode05_1	1534.1	12886	13186																													intergenic
c_000000000124	SQK-NBD114-24_barcode05_1	1535.0	13187	13394						dimethyladenosine transferase														CyCOG_60001167									gene
c_000000000132	SQK-NBD114-24_barcode05_1	1595.0	0	189			Translation, ribosomal structure and biogenesis	Translation elongation factor EF-4, membrane-bound GTPase (LepA) (PDB:3DEG)		GTP-binding protein LepA											J	COG0481		CyCOG_60000201									gene
c_000000000132	SQK-NBD114-24_barcode05_1	1595.1	190	337																													intergenic
c_000000000133	SQK-NBD114-24_barcode05_1	1616.0	119	371			Posttranslational modification, protein turnover, chaperones	Glutaredoxin-related protein (GrxD) (PDB:1YKA)		monothiol glutaredoxin	Chaperones and folding catalysts>>>Protein folding catalysts>>>Protein disulfide isomerase!!!Mitochondrial biogenesis>>>Mitochondrial quality control factors>>>Regulator of mitochondrial biogenesis>>>Proteins involved in Fe-S cluster biogenesis			monothiol glutaredoxin							O	COG0278		CyCOG_60001079	ko03110!!!ko03029			K07390					gene
c_000000000140	SQK-NBD114-24_barcode05_1	1708.0	8216	11123			Defense mechanisms	Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG)		alkaline phosphatase											V	COG0841		CyCOG_60001947									gene
c_000000000142	SQK-NBD114-24_barcode05_1	1715.0	0	267		EF_TS	Translation, ribosomal structure and biogenesis	Translation elongation factor EF-Ts (Tsf) (PDB:1EFU)	Translation factors	translation elongation factor Ts (EF-Ts)	Translation factors>>>Eukaryotic type>>>Elongation factors!!!Translation factors>>>Prokaryotic type>>>Elongation factors!!!Mitochondrial biogenesis>>>Mitochondrial DNA transcription, translation, and replication factors>>>Mitochondrial transcription and translation factors>>>Mitochondrial translation factors			elongation factor Ts						PF00889.19	J	COG0264	COG0264	CyCOG_60001047	ko03012!!!ko03012!!!ko03029			K02357					gene
c_000000000142	SQK-NBD114-24_barcode05_1	1716.0	223	1981			Signal transduction mechanisms!!!Signal transduction mechanisms	Signal transduction histidine kinase (BaeS) (PDB:1JOY)!!!CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)		PAS protein											T!!!T	COG0642!!!COG0784		CyCOG_60031048									gene
c_000000000143	SQK-NBD114-24_barcode05_1	1723.0	2	569						PRC-barrel domain-containing protein														CyCOG_60000496									gene
c_000000000143	SQK-NBD114-24_barcode05_1	1723.1	570	571																													intergenic
c_000000000143	SQK-NBD114-24_barcode05_1	1724.0	572	986			Nucleotide transport and metabolism	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain (PurL1) (PDB:3VIU)	Purine biosynthesis	phosphoribosylformylglycinamidine synthase subunit II											F	COG0046	COG0046	CyCOG_60000076									gene
c_000000000156	SQK-NBD114-24_barcode05_1	1856.0	2	242						hypothetical protein														CyCOG_60003873									gene
c_000000000156	SQK-NBD114-24_barcode05_1	1856.1	243	327																													intergenic
c_000000000156	SQK-NBD114-24_barcode05_1	1857.0	328	625			Amino acid transport and metabolism	Diaminopimelate decarboxylase (LysA) (PDB:1D7K)	Lysine biosynthesis	diaminopimelate decarboxylase											E	COG0019	COG0019	CyCOG_60000744									gene
c_000000000157	SQK-NBD114-24_barcode05_1	1863.0	1	478			Coenzyme transport and metabolism	Folylpolyglutamate synthase/Dihydropteroate synthase (FolC) (PDB:1W78)	Folate biosynthesis	dihydrofolate synthase / folylpolyglutamate synthase											H	COG0285	COG0285	CyCOG_60000747									gene
c_000000000190	SQK-NBD114-24_barcode05_1	2117.1	4377	5599																													intergenic
c_000000000190	SQK-NBD114-24_barcode05_1	2120.0	5600	6116	tRNA-synt_His		Translation, ribosomal structure and biogenesis	Histidyl-tRNA synthetase (HisS) (PDB:1KMM)	Aminoacyl-tRNA synthetases	histidyl-tRNA synthetase									PF13393.6		J	COG0124	COG0124	CyCOG_60000681									gene
c_000000000196	SQK-NBD114-24_barcode05_1	2159.0	1	388			Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)		Permease of the drug/metabolite transporter (DMT) superfamily											G!!!E!!!R	COG0697		CyCOG_60001143									gene
c_000000000196	SQK-NBD114-24_barcode05_1	2159.1	389	485																													intergenic
c_000000000196	SQK-NBD114-24_barcode05_1	2160.0	486	807			Replication, recombination and repair	DNA primase (bacterial type) (DnaG) (PDB:3B39) (PUBMED:28128549)		DNA primase	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03030 DNA replication [PATH:ko03030]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.101  DNA primase DnaG!!!DNA replication proteins>>>Prokaryotic type>>>DNA Replication Initiation Factors>>>Initiation factors (bacterial)			DNA primase [EC:2.7.7.101]							L	COG0358		CyCOG_60000892	ko00001!!!ko01000!!!ko03032			K02316					gene
c_000000000207	SQK-NBD114-24_barcode05_1	2249.0	3564	3969			General function prediction only!!!Function unknown	GTPase SAR1 family domain (Gem1) (PDB:4C0J)!!!Uncharacterized conserved protein, DUF697 family		hypothetical protein											R!!!S	COG1100!!!COG3597		CyCOG_60000890									gene
c_000000000209	SQK-NBD114-24_barcode05_1	2253.0	2	287			Amino acid transport and metabolism	Selenocysteine lyase/Cysteine desulfurase (CsdA) (PDB:4LW2)		L-cysteine/cystine lyase											E	COG0520		CyCOG_60000714									gene
c_000000000209	SQK-NBD114-24_barcode05_1	2254.0	170	914			Coenzyme transport and metabolism	Coproporphyrinogen-III oxidase HemH, oxygen-dependent (HemF) (PDB:3E8J)	Heme biosynthesis	coproporphyrinogen oxidase	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00860 Porphyrin metabolism [PATH:ko00860]!!!Enzymes>>>1. Oxidoreductases>>>1.3  Acting on the CH-CH group of donors>>>1.3.3  With oxygen as acceptor>>>1.3.3.3  coproporphyrinogen oxidase	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	Heme biosynthesis, animals and fungi, glycine => heme!!!Heme biosynthesis, plants and bacteria, glutamate => heme	coproporphyrinogen III oxidase [EC:1.3.3.3]							H	COG0408	COG0408	CyCOG_60000345	ko00001!!!ko01000	M00868!!!M00121	M00868!!!M00121	K00228					gene
c_000000000209	SQK-NBD114-24_barcode05_1	2263.0	6580	7741			Translation, ribosomal structure and biogenesis	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family (RsmB) (PDB:2FRX)	16S rRNA modification	16S rRNA (cytosine967-C5)-methyltransferase	Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.176  16S rRNA (cytosine967-C5)-methyltransferase!!!Ribosome biogenesis>>>Prokaryotic type>>>rRNA modification factors>>>16S rRNA modification factors			16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]							J	COG0144	COG0144	CyCOG_60000622	ko01000!!!ko03009			K03500					gene
c_000000000209	SQK-NBD114-24_barcode05_1	2263.1	7742	7831																													intergenic
c_000000000209	SQK-NBD114-24_barcode05_1	2264.0	7832	8081						hypothetical protein														CyCOG_60000890									gene
c_000000000209	SQK-NBD114-24_barcode05_1	2264.1	8082	8082																													intergenic
c_000000000209	SQK-NBD114-24_barcode05_1	2265.0	8083	8194			Cell wall/membrane/envelope biogenesis!!!Intracellular trafficking, secretion, and vesicular transport	Lipoprotein signal peptidase (LspA) (PDB:5DIR)		signal peptidase II Aspartic peptidase. MEROPS family A08	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>03060 Protein export [PATH:ko03060]!!!Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.23  Aspartic endopeptidases>>>3.4.23.36  signal peptidase II!!!Peptidases and inhibitors>>>Aspartic peptidases>>>Family A8: signal peptidase II family			signal peptidase II [EC:3.4.23.36]							M!!!U	COG0597		CyCOG_60001224	ko00001!!!ko01000!!!ko01002			K03101					gene
c_000000000214	SQK-NBD114-24_barcode05_1	2307.0	1	400			Posttranslational modification, protein turnover, chaperones	Peroxiredoxin (Bcp) (PDB:5IPH)		AhpC/TSA family protein											O	COG1225		CyCOG_60000704									gene
c_000000000216	SQK-NBD114-24_barcode05_1	2359.0	10372	10828			Inorganic ion transport and metabolism	Outer membrane receptor protein, Fe transport (CirA) (PDB:1BY3)		Excinuclease ABC subunit A											P	COG1629		CyCOG_60000415									gene
c_000000000246	SQK-NBD114-24_barcode05_1	2909.0	9118	9319			Coenzyme transport and metabolism	Porphobilinogen deaminase (HemC) (PDB:1AH5)	Heme biosynthesis	hydroxymethylbilane synthase											H	COG0181	COG0181	CyCOG_60000265									gene
